"Wed, 02 Nov 2016 08:49:39 +0000",VALID,5,test,test,123213213213@example.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 08:49:48 +0000",VALID,5,test,test,123213213213@example.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 08:50:25 +0000",VALID,5,test,test,123213213213@example.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 08:55:07 +0000",VALID,5,test,test,123213213213@example.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 08:55:38 +0000",VALID,5,test,test,123213213213@example.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 08:57:42 +0000",VALID,5,asdfdasf,asdfdsafadsf,sdfdsafa@sdafadsf.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:01:59 +0000",VALID,5,test,test,test@example.com123,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:02:52 +0000",VALID,5,test,test,test@example.com123,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:04:29 +0000",VALID,5,dsafdasjfi,sdfjdsifds,sdfsdfdsfdsfas@dsomc.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:06:33 +0000",VALID,5,testasdf,sdfeee,1231232123@sinaabc.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:08:04 +0000",VALID,5,Mark,Meng,markm@hybridmarketing.com.au,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:09:10 +0000",VALID,5,Xiangyu,Meng,markm@hybridmarketing.com.au,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:09:26 +0000",VALID,5,Xiangyu,Meng,mxyadel@hotmail.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:10:05 +0000",VALID,5,test,test,markm@hybridmarketing.com.au,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:10:59 +0000",VALID,5,Xiangyu,test,test@example.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:11:10 +0000",VALID,5,Xiangyu,test,test@example.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:11:15 +0000",VALID,5,Xiangyu,test,test@example.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:11:49 +0000",VALID,5,test,test,test@example.com123,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:12:23 +0000",VALID,5,test,test,test@example.com123,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:12:29 +0000",VALID,5,test,test,test@example.com123,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:12:45 +0000",VALID,5,test,test,test@example.com123,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:13:22 +0000",VALID,5,test,test,test@example.com123321,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:15:10 +0000",VALID,5,Mark,Meng,markm@hybridmarketing.com.au,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:16:29 +0000",VALID,5,Mark,Test,mark@Mark.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:18:41 +0000",VALID,5,test,test,test@example.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:19:03 +0000",VALID,5,test,test,test@example.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:20:42 +0000",VALID,5,test,test,test@example.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:22:25 +0000",VALID,5,xiao,now,xiaonow@xiaonow.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:29:57 +0000",VALID,5,test,test,test@example.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:30:19 +0000",VALID,5,test,test,test@example.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:30:29 +0000",VALID,5,test,test,test@example.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:32:23 +0000",VALID,5,xiao,Meng,xiaonow@now.com,,0400000000,5000,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:39:27 +0000",VALID,5,test,test,test@example.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:40:22 +0000",VALID,5,test,test,test@example.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:40:35 +0000",VALID,5,test,test,test@example.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:41:08 +0000",VALID,5,test,test,test@example.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:49:35 +0000",VALID,5,Mark,Test,TMark@testMark.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 09:54:57 +0000",VALID,5,test,test,test@example.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 22:41:05 +0000",VALID,5,test,test,test@example.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 22:42:03 +0000",VALID,5,Test,Test,marktest@testFunction.com.au,,,,Bristol,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 22:59:10 +0000",VALID,5,test,test,mark@marktest.com,,0400000000,5000,Bristol,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 23:04:10 +0000",VALID,5,123,123,123@123.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 23:04:50 +0000",VALID,5,Mark,Mark,mark@testfunction.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 23:26:41 +0000",VALID,5,test,test,test@example.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 02 Nov 2016 23:28:05 +0000",VALID,5,Mark,Test,mark@totest.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Tue, 08 Nov 2016 07:06:26 +0000",VALID,5,test,test,test@example.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 09 Nov 2016 04:48:02 +0000",VALID,5,Mark,Mark,mark@marktest.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 09 Nov 2016 05:04:51 +0000",VALID,5,Mark,Meng,markm@hybridmarketing.com.au,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 09 Nov 2016 05:07:18 +0000",VALID,5,test,test,test@example.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 09 Nov 2016 05:09:00 +0000",VALID,5,Mark,Meng,markm@hybridmarketing.com.au,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 09 Nov 2016 05:11:18 +0000",VALID,5,Xiangyu,Meng,mark@marktest.com,,12345,5000,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 09 Nov 2016 05:12:03 +0000",VALID,5,Xiangyu,Meng,mark@marktest.com,,12345,5000,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 09 Nov 2016 05:12:15 +0000",VALID,5,Xiangyu,Meng,mark@marktest.com,,12345,5000,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 09 Nov 2016 05:12:42 +0000",VALID,5,Xiangyu,Meng,mark@marktest.com,,12345,5000,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 09 Nov 2016 05:13:50 +0000",VALID,5,Xiangyu,Meng,mark@marktest.com,,12345,5000,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 09 Nov 2016 05:15:14 +0000",VALID,5,Xiangyu,Meng,mark@marktest.com,,12345,5000,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 09 Nov 2016 05:22:03 +0000",VALID,5,Sam,John,sam@john.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 09 Nov 2016 05:23:38 +0000",VALID,5,Sam,John,john@samemail.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 09 Nov 2016 05:25:26 +0000",VALID,5,Mark,Mzrk,mark@marktws.com,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
"Wed, 09 Nov 2016 05:27:03 +0000",VALID,5,Sam,John,sam+connect@cumminshybrid.com.au,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.87 Safari/537.36"
"Wed, 09 Nov 2016 05:31:57 +0000",VALID,5,Sam,John,sam+3@cumminshybrid.com.au,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.87 Safari/537.36"
"Wed, 09 Nov 2016 05:32:58 +0000",VALID,5,Sam,John,sam+2@cumminshybrid.com.au,,,,Newsletter,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.87 Safari/537.36"
"Sun, 04 Dec 2016 09:41:28 +0000",VALID,5,Rhett,Fraser,rhettfraser92@gmail.com,,0401833962,,Newsletter,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"
"Mon, 19 Dec 2016 00:04:26 +0000",VALID,5,Eddie,Pereira,edwinpereira@msn.com,,61452211447,5114,Newsletter,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
"Tue, 03 Jan 2017 02:12:06 +0000",NOTVALID,5,Barnypok,nMZvyWgxllu,,gzlfGeqrMqxKrFUvkRT,18797806128,4686,Newsletter,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
